BillID,KnessetNum,FactionID,FactionName,CoalitionStatus
2234027,25,,,
2234025,25,,,
2234024,25,,,
2234023,25,,,
2234022,25,,,
2234020,25,,,
2234019,25,,,
2234018,25,,,
2234016,25,,,
2234014,25,,,
2234013,25,,,
2234012,25,,,
2234010,25,,,
2234009,25,1100.0,העבודה,
2234008,25,,,
2234007,25,1100.0,העבודה,
2234006,25,,,
2234005,25,1100.0,העבודה,
2234004,25,,,
2234003,25,1100.0,העבודה,
2234002,25,,,
2234001,25,1100.0,העבודה,
2233997,25,1100.0,העבודה,
2233991,25,1104.0,ישראל ביתנו,
2233990,25,1104.0,ישראל ביתנו,
2233987,25,1106.0,עוצמה יהודית בראשות איתמר בן גביר,
2233985,25,1099.0,"רע""ם",
2233983,25,1101.0,יהדות התורה,
2233981,25,1101.0,יהדות התורה,
2233980,25,1101.0,יהדות התורה,
2233979,25,1101.0,יהדות התורה,
2233977,25,1101.0,יהדות התורה,
2233976,25,1101.0,יהדות התורה,
2233974,25,1105.0,הציונות הדתית בראשות בצלאל סמוטריץ',
2233973,25,1101.0,יהדות התורה,
2233969,25,1096.0,הליכוד ,
2233964,25,1098.0,המחנה הממלכתי ,
2233960,25,1098.0,המחנה הממלכתי ,
2233945,25,1096.0,הליכוד ,
2233940,25,1098.0,המחנה הממלכתי ,
2233927,25,1104.0,ישראל ביתנו,
2233920,25,,,
2233919,25,,,
2233917,25,1102.0,יש עתיד,
2233916,25,1102.0,יש עתיד,
2233914,25,1102.0,יש עתיד,
2233911,25,1096.0,הליכוד ,
2233908,25,1106.0,עוצמה יהודית בראשות איתמר בן גביר,
2233885,25,1105.0,הציונות הדתית בראשות בצלאל סמוטריץ',
2233820,25,1096.0,הליכוד ,
2233804,25,1096.0,הליכוד ,
2233792,25,1101.0,יהדות התורה,
2233791,25,1102.0,יש עתיד,
2233790,25,1101.0,יהדות התורה,
2233789,25,1101.0,יהדות התורה,
2233788,25,1102.0,יש עתיד,
2233784,25,1096.0,הליכוד ,
2233782,25,1099.0,"רע""ם",
2233773,25,1100.0,העבודה,
2233767,25,1102.0,יש עתיד,
2233761,25,1100.0,העבודה,
2233741,25,1096.0,הליכוד ,
2233718,25,1100.0,העבודה,
2233694,25,,,
2233687,25,1102.0,יש עתיד,
2233670,25,1096.0,הליכוד ,
2233669,25,,,
2233668,25,1103.0,"חד""ש-תע""ל",
2233667,25,,,
2233660,25,1095.0,"התאחדות הספרדים שומרי תורה תנועתו של מרן הרב עובדיה יוסף זצ""ל",
2233647,25,,,
2233646,25,1102.0,יש עתיד,
2233645,25,1102.0,יש עתיד,
2233644,25,1102.0,יש עתיד,
2233642,25,1096.0,הליכוד ,
2233639,25,1100.0,העבודה,
2233635,25,1100.0,העבודה,
2233629,25,,,
2233626,25,1101.0,יהדות התורה,
2233613,25,1098.0,המחנה הממלכתי ,
2233598,25,1096.0,הליכוד ,
2233596,25,,,
2233595,25,1096.0,הליכוד ,
2233590,25,1098.0,המחנה הממלכתי ,
2233582,25,1102.0,יש עתיד,
2233581,25,1098.0,המחנה הממלכתי ,
2233568,25,1104.0,ישראל ביתנו,
2233528,25,1106.0,עוצמה יהודית בראשות איתמר בן גביר,
2233512,25,1096.0,הליכוד ,
2233496,25,1095.0,"התאחדות הספרדים שומרי תורה תנועתו של מרן הרב עובדיה יוסף זצ""ל",
2233474,25,1096.0,הליכוד ,
2233407,25,1100.0,העבודה,
2233344,25,1095.0,"התאחדות הספרדים שומרי תורה תנועתו של מרן הרב עובדיה יוסף זצ""ל",
2233322,25,1096.0,הליכוד ,
2233299,25,,,
2233290,25,1106.0,עוצמה יהודית בראשות איתמר בן גביר,
2233239,25,1100.0,העבודה,
2233205,25,1106.0,עוצמה יהודית בראשות איתמר בן גביר,
2233186,25,1105.0,הציונות הדתית בראשות בצלאל סמוטריץ',
2233168,25,1105.0,הציונות הדתית בראשות בצלאל סמוטריץ',
2233165,25,1101.0,יהדות התורה,
2233112,25,1105.0,הציונות הדתית בראשות בצלאל סמוטריץ',
2233093,25,,,
2233054,25,1106.0,עוצמה יהודית בראשות איתמר בן גביר,
2233051,25,1100.0,העבודה,
2233048,25,1100.0,העבודה,
2233029,25,1098.0,המחנה הממלכתי ,
2233028,25,1098.0,המחנה הממלכתי ,
2233027,25,1098.0,המחנה הממלכתי ,
2233026,25,1098.0,המחנה הממלכתי ,
2233021,25,1096.0,הליכוד ,
2233011,25,1096.0,הליכוד ,
2233000,25,1096.0,הליכוד ,
2232963,25,1096.0,הליכוד ,
2232962,25,,,
2232946,25,1106.0,עוצמה יהודית בראשות איתמר בן גביר,
2232923,25,1104.0,ישראל ביתנו,
2232915,25,,,
2232909,25,1096.0,הליכוד ,
2232888,25,1095.0,"התאחדות הספרדים שומרי תורה תנועתו של מרן הרב עובדיה יוסף זצ""ל",
2232839,25,,,
2232813,25,1095.0,"התאחדות הספרדים שומרי תורה תנועתו של מרן הרב עובדיה יוסף זצ""ל",
2232811,25,1098.0,המחנה הממלכתי ,
2232810,25,1098.0,המחנה הממלכתי ,
2232805,25,1095.0,"התאחדות הספרדים שומרי תורה תנועתו של מרן הרב עובדיה יוסף זצ""ל",
2232801,25,1106.0,עוצמה יהודית בראשות איתמר בן גביר,
2232790,25,1096.0,הליכוד ,
2232766,25,1105.0,הציונות הדתית בראשות בצלאל סמוטריץ',
2232763,25,1104.0,ישראל ביתנו,
2232754,25,1096.0,הליכוד ,
2232739,25,1095.0,"התאחדות הספרדים שומרי תורה תנועתו של מרן הרב עובדיה יוסף זצ""ל",
2232716,25,1096.0,הליכוד ,
2232690,25,1102.0,יש עתיד,
2232685,25,1106.0,עוצמה יהודית בראשות איתמר בן גביר,
2232648,25,1098.0,המחנה הממלכתי ,
2232636,25,1096.0,הליכוד ,
2232635,25,1096.0,הליכוד ,
2232610,25,1104.0,ישראל ביתנו,
2232599,25,1096.0,הליכוד ,
2232573,25,1104.0,ישראל ביתנו,
2232569,25,1102.0,יש עתיד,
2232561,25,1102.0,יש עתיד,
2232552,25,1106.0,עוצמה יהודית בראשות איתמר בן גביר,
2232549,25,1105.0,הציונות הדתית בראשות בצלאל סמוטריץ',
2232530,25,1095.0,"התאחדות הספרדים שומרי תורה תנועתו של מרן הרב עובדיה יוסף זצ""ל",
2232527,25,1095.0,"התאחדות הספרדים שומרי תורה תנועתו של מרן הרב עובדיה יוסף זצ""ל",
2232517,25,1098.0,המחנה הממלכתי ,
2232502,25,1102.0,יש עתיד,
2232494,25,1106.0,עוצמה יהודית בראשות איתמר בן גביר,
2232493,25,1104.0,ישראל ביתנו,
2232489,25,1095.0,"התאחדות הספרדים שומרי תורה תנועתו של מרן הרב עובדיה יוסף זצ""ל",
2232488,25,1106.0,עוצמה יהודית בראשות איתמר בן גביר,
2232486,25,1095.0,"התאחדות הספרדים שומרי תורה תנועתו של מרן הרב עובדיה יוסף זצ""ל",
2232480,25,1104.0,ישראל ביתנו,
2232444,25,1105.0,הציונות הדתית בראשות בצלאל סמוטריץ',
2232439,25,1102.0,יש עתיד,
2232434,25,,,
2232422,25,1106.0,עוצמה יהודית בראשות איתמר בן גביר,
2232396,25,1105.0,הציונות הדתית בראשות בצלאל סמוטריץ',
2232391,25,1106.0,עוצמה יהודית בראשות איתמר בן גביר,
2232387,25,1101.0,יהדות התורה,
2232364,25,1104.0,ישראל ביתנו,
2232360,25,1104.0,ישראל ביתנו,
2232353,25,1102.0,יש עתיד,
2232348,25,1103.0,"חד""ש-תע""ל",
2232339,25,1105.0,הציונות הדתית בראשות בצלאל סמוטריץ',
2232317,25,1100.0,העבודה,
2232288,25,,,
2232275,25,1098.0,המחנה הממלכתי ,
2232274,25,1098.0,המחנה הממלכתי ,
2232268,25,1096.0,הליכוד ,
2232246,25,1102.0,יש עתיד,
2232243,25,1096.0,הליכוד ,
2232229,25,1102.0,יש עתיד,
2232226,25,1096.0,הליכוד ,
2232225,25,1102.0,יש עתיד,
2232219,25,1098.0,המחנה הממלכתי ,
2232218,25,1098.0,המחנה הממלכתי ,
2232213,25,1101.0,יהדות התורה,
2232198,25,1104.0,ישראל ביתנו,
2232191,25,1106.0,עוצמה יהודית בראשות איתמר בן גביר,
2232189,25,1102.0,יש עתיד,
2232185,25,1098.0,המחנה הממלכתי ,
2232179,25,1096.0,הליכוד ,
2232175,25,1102.0,יש עתיד,
2232163,25,,,
2232160,25,1101.0,יהדות התורה,
2232152,25,1107.0,נעם - בראשות אבי מעוז,
2232151,25,1099.0,"רע""ם",
2232135,25,1102.0,יש עתיד,
2232134,25,1102.0,יש עתיד,
2232133,25,1102.0,יש עתיד,
2232128,25,1098.0,המחנה הממלכתי ,
2232080,25,1098.0,המחנה הממלכתי ,
2232063,25,1095.0,"התאחדות הספרדים שומרי תורה תנועתו של מרן הרב עובדיה יוסף זצ""ל",
2232061,25,1098.0,המחנה הממלכתי ,
2232050,25,1096.0,הליכוד ,
2231998,25,1104.0,ישראל ביתנו,
2231986,25,1104.0,ישראל ביתנו,
2231936,25,1096.0,הליכוד ,
2231913,25,1102.0,יש עתיד,
2231906,25,1100.0,העבודה,
2231902,25,1102.0,יש עתיד,
2231899,25,1104.0,ישראל ביתנו,
2231898,25,1095.0,"התאחדות הספרדים שומרי תורה תנועתו של מרן הרב עובדיה יוסף זצ""ל",
2231897,25,1104.0,ישראל ביתנו,
2231893,25,1102.0,יש עתיד,
2231885,25,1102.0,יש עתיד,
2231882,25,1102.0,יש עתיד,
2231849,25,1102.0,יש עתיד,
2231847,25,1099.0,"רע""ם",
2231845,25,1096.0,הליכוד ,
2231844,25,,,
2231842,25,1103.0,"חד""ש-תע""ל",
2231783,25,,,
2231774,25,1096.0,הליכוד ,
2231729,25,1102.0,יש עתיד,
2231728,25,1102.0,יש עתיד,
2231725,25,1106.0,עוצמה יהודית בראשות איתמר בן גביר,
2231684,25,1103.0,"חד""ש-תע""ל",
2231654,25,1096.0,הליכוד ,
2231643,25,1096.0,הליכוד ,
2231612,25,1098.0,המחנה הממלכתי ,
2231611,25,,,
2231610,25,1096.0,הליכוד ,
2231609,25,1096.0,הליכוד ,
2231563,25,1096.0,הליכוד ,
2231557,25,1102.0,יש עתיד,
2231555,25,1102.0,יש עתיד,
2231554,25,1102.0,יש עתיד,
2231553,25,1102.0,יש עתיד,
2231544,25,1102.0,יש עתיד,
2231526,25,1096.0,הליכוד ,
2231518,25,1096.0,הליכוד ,
2231490,25,1102.0,יש עתיד,
2231485,25,1102.0,יש עתיד,
2231483,25,1102.0,יש עתיד,
2231478,25,1105.0,הציונות הדתית בראשות בצלאל סמוטריץ',
2231474,25,,,
2231473,25,,,
2231472,25,,,
2231396,25,1100.0,העבודה,
2231394,25,1100.0,העבודה,
2231365,25,1102.0,יש עתיד,
2231353,25,1096.0,הליכוד ,
2231332,25,1096.0,הליכוד ,
2231303,25,1106.0,עוצמה יהודית בראשות איתמר בן גביר,
2231301,25,1107.0,נעם - בראשות אבי מעוז,
2231300,25,1096.0,הליכוד ,
2231299,25,1102.0,יש עתיד,
2231227,25,1102.0,יש עתיד,
2231223,25,1096.0,הליכוד ,
2231217,25,1101.0,יהדות התורה,
2231213,25,1100.0,העבודה,
2231207,25,1103.0,"חד""ש-תע""ל",
2231205,25,1096.0,הליכוד ,
2231200,25,1104.0,ישראל ביתנו,
2231190,25,1104.0,ישראל ביתנו,
2231180,25,1098.0,המחנה הממלכתי ,
2231176,25,1099.0,"רע""ם",
2231169,25,1104.0,ישראל ביתנו,
2231167,25,1099.0,"רע""ם",
2231162,25,1104.0,ישראל ביתנו,
2231160,25,1106.0,עוצמה יהודית בראשות איתמר בן גביר,
2231157,25,1098.0,המחנה הממלכתי ,
2231153,25,1100.0,העבודה,
2231152,25,1100.0,העבודה,
2231137,25,,,
2231130,25,1106.0,עוצמה יהודית בראשות איתמר בן גביר,
2231121,25,,,
2231120,25,,,
2231107,25,1098.0,המחנה הממלכתי ,
2231103,25,1098.0,המחנה הממלכתי ,
2231102,25,1098.0,המחנה הממלכתי ,
2231075,25,1095.0,"התאחדות הספרדים שומרי תורה תנועתו של מרן הרב עובדיה יוסף זצ""ל",
2231074,25,1095.0,"התאחדות הספרדים שומרי תורה תנועתו של מרן הרב עובדיה יוסף זצ""ל",
2231073,25,1095.0,"התאחדות הספרדים שומרי תורה תנועתו של מרן הרב עובדיה יוסף זצ""ל",
2231072,25,1096.0,הליכוד ,
2231038,25,1098.0,המחנה הממלכתי ,
2231037,25,1098.0,המחנה הממלכתי ,
2231036,25,1098.0,המחנה הממלכתי ,
2231035,25,1098.0,המחנה הממלכתי ,
2230973,25,1096.0,הליכוד ,
2230963,25,1105.0,הציונות הדתית בראשות בצלאל סמוטריץ',
2230961,25,1105.0,הציונות הדתית בראשות בצלאל סמוטריץ',
2230960,25,1105.0,הציונות הדתית בראשות בצלאל סמוטריץ',
2230886,25,1098.0,המחנה הממלכתי ,
2230871,25,1102.0,יש עתיד,
2230845,25,1102.0,יש עתיד,
2230844,25,1102.0,יש עתיד,
2230841,25,1102.0,יש עתיד,
2230836,25,1096.0,הליכוד ,
2230834,25,1102.0,יש עתיד,
2230805,25,1096.0,הליכוד ,
2230804,25,1096.0,הליכוד ,
2230791,25,1096.0,הליכוד ,
2230790,25,1107.0,נעם - בראשות אבי מעוז,
2230789,25,1107.0,נעם - בראשות אבי מעוז,
2230786,25,1096.0,הליכוד ,
2230782,25,1096.0,הליכוד ,
2230763,25,1106.0,עוצמה יהודית בראשות איתמר בן גביר,
2230762,25,1105.0,הציונות הדתית בראשות בצלאל סמוטריץ',
2230761,25,1105.0,הציונות הדתית בראשות בצלאל סמוטריץ',
2230728,25,1104.0,ישראל ביתנו,
2230725,25,1096.0,הליכוד ,
2230689,25,1104.0,ישראל ביתנו,
2230681,25,1105.0,הציונות הדתית בראשות בצלאל סמוטריץ',
2230676,25,1096.0,הליכוד ,
2230668,25,1105.0,הציונות הדתית בראשות בצלאל סמוטריץ',
2230667,25,1105.0,הציונות הדתית בראשות בצלאל סמוטריץ',
2230661,25,1096.0,הליכוד ,
2230659,25,1095.0,"התאחדות הספרדים שומרי תורה תנועתו של מרן הרב עובדיה יוסף זצ""ל",
2230650,25,1103.0,"חד""ש-תע""ל",
2230635,25,,,
2230634,25,,,
2230633,25,,,
2230613,25,1102.0,יש עתיד,
2230612,25,1102.0,יש עתיד,
2230611,25,1100.0,העבודה,
2230610,25,1100.0,העבודה,
2230609,25,1100.0,העבודה,
2230608,25,1107.0,נעם - בראשות אבי מעוז,
2230607,25,1100.0,העבודה,
2230605,25,1100.0,העבודה,
2230604,25,1100.0,העבודה,
2230603,25,1100.0,העבודה,
2230601,25,1095.0,"התאחדות הספרדים שומרי תורה תנועתו של מרן הרב עובדיה יוסף זצ""ל",
2230592,25,1096.0,הליכוד ,
2230578,25,1107.0,נעם - בראשות אבי מעוז,
2230569,25,1096.0,הליכוד ,
2230567,25,1096.0,הליכוד ,
2230560,25,1096.0,הליכוד ,
2230556,25,1096.0,הליכוד ,
2230554,25,1096.0,הליכוד ,
2230551,25,1106.0,עוצמה יהודית בראשות איתמר בן גביר,
2230549,25,1102.0,יש עתיד,
2230518,25,1096.0,הליכוד ,
2230515,25,1105.0,הציונות הדתית בראשות בצלאל סמוטריץ',
2230508,25,1096.0,הליכוד ,
2230486,25,1101.0,יהדות התורה,
2230475,25,,,
2230467,25,1105.0,הציונות הדתית בראשות בצלאל סמוטריץ',
2230446,25,1106.0,עוצמה יהודית בראשות איתמר בן גביר,
2230442,25,1096.0,הליכוד ,
2230441,25,1100.0,העבודה,
2230440,25,1100.0,העבודה,
2230439,25,1096.0,הליכוד ,
2230436,25,1102.0,יש עתיד,
2230431,25,1104.0,ישראל ביתנו,
2230426,25,1102.0,יש עתיד,
2230425,25,1096.0,הליכוד ,
2230423,25,1096.0,הליכוד ,
2230413,25,1101.0,יהדות התורה,
2230396,25,1098.0,המחנה הממלכתי ,
2230393,25,1099.0,"רע""ם",
2230390,25,1096.0,הליכוד ,
2230386,25,1096.0,הליכוד ,
2230366,25,1096.0,הליכוד ,
2230356,25,1096.0,הליכוד ,
2230351,25,1106.0,עוצמה יהודית בראשות איתמר בן גביר,
2230348,25,1102.0,יש עתיד,
2230342,25,1098.0,המחנה הממלכתי ,
2230337,25,1105.0,הציונות הדתית בראשות בצלאל סמוטריץ',
2230322,25,1096.0,הליכוד ,
2230317,25,1105.0,הציונות הדתית בראשות בצלאל סמוטריץ',
2230313,25,1096.0,הליכוד ,
2230308,25,1104.0,ישראל ביתנו,
2230303,25,1102.0,יש עתיד,
2230300,25,1104.0,ישראל ביתנו,
2230265,25,1106.0,עוצמה יהודית בראשות איתמר בן גביר,
2230250,25,,,
2230238,25,1101.0,יהדות התורה,
2230236,25,1106.0,עוצמה יהודית בראשות איתמר בן גביר,
2230229,25,1096.0,הליכוד ,
2230228,25,1102.0,יש עתיד,
2230227,25,1106.0,עוצמה יהודית בראשות איתמר בן גביר,
2230224,25,1106.0,עוצמה יהודית בראשות איתמר בן גביר,
2230175,25,1102.0,יש עתיד,
2230165,25,1096.0,הליכוד ,
2230159,25,1102.0,יש עתיד,
2230156,25,1102.0,יש עתיד,
2230155,25,1102.0,יש עתיד,
2230152,25,1102.0,יש עתיד,
2230150,25,1106.0,עוצמה יהודית בראשות איתמר בן גביר,
2230044,25,1106.0,עוצמה יהודית בראשות איתמר בן גביר,
2230039,25,1104.0,ישראל ביתנו,
2230023,25,1102.0,יש עתיד,
2230015,25,,,
2230004,25,1098.0,המחנה הממלכתי ,
2229997,25,1098.0,המחנה הממלכתי ,
2229996,25,1098.0,המחנה הממלכתי ,
2229995,25,1098.0,המחנה הממלכתי ,
2229983,25,1098.0,המחנה הממלכתי ,
2229959,25,1096.0,הליכוד ,
2229950,25,1106.0,עוצמה יהודית בראשות איתמר בן גביר,
2229920,25,1104.0,ישראל ביתנו,
2229916,25,1101.0,יהדות התורה,
2229894,25,1108.0,הימין הממלכתי ,
2229878,25,,,
2229858,25,1096.0,הליכוד ,
2229834,25,1096.0,הליכוד ,
2229832,25,1102.0,יש עתיד,
2229829,25,1095.0,"התאחדות הספרדים שומרי תורה תנועתו של מרן הרב עובדיה יוסף זצ""ל",
2229813,25,1095.0,"התאחדות הספרדים שומרי תורה תנועתו של מרן הרב עובדיה יוסף זצ""ל",
2229809,25,1098.0,המחנה הממלכתי ,
2229808,25,1096.0,הליכוד ,
2229805,25,1102.0,יש עתיד,
2229803,25,1102.0,יש עתיד,
2229802,25,1096.0,הליכוד ,
2229801,25,1102.0,יש עתיד,
2229800,25,1102.0,יש עתיד,
2229798,25,1096.0,הליכוד ,
2229797,25,1102.0,יש עתיד,
2229796,25,1102.0,יש עתיד,
2229794,25,1102.0,יש עתיד,
2229791,25,1102.0,יש עתיד,
2229785,25,1106.0,עוצמה יהודית בראשות איתמר בן גביר,
2229768,25,1102.0,יש עתיד,
2229759,25,1104.0,ישראל ביתנו,
2229758,25,1104.0,ישראל ביתנו,
2229754,25,1104.0,ישראל ביתנו,
2229752,25,1106.0,עוצמה יהודית בראשות איתמר בן גביר,
2229743,25,1095.0,"התאחדות הספרדים שומרי תורה תנועתו של מרן הרב עובדיה יוסף זצ""ל",
2229738,25,1096.0,הליכוד ,
2229729,25,1102.0,יש עתיד,
2229723,25,,,
2229715,25,1104.0,ישראל ביתנו,
2229713,25,,,
2229712,25,,,
2229711,25,,,
2229710,25,,,
2229709,25,,,
2229708,25,,,
2229702,25,1102.0,יש עתיד,
2229701,25,1096.0,הליכוד ,
2229687,25,1098.0,המחנה הממלכתי ,
2229646,25,1098.0,המחנה הממלכתי ,
2229644,25,1096.0,הליכוד ,
2229643,25,1102.0,יש עתיד,
2229632,25,1102.0,יש עתיד,
2229631,25,1106.0,עוצמה יהודית בראשות איתמר בן גביר,
2229620,25,,,
2229613,25,1100.0,העבודה,
2229611,25,1106.0,עוצמה יהודית בראשות איתמר בן גביר,
2229608,25,1103.0,"חד""ש-תע""ל",
2229582,25,1106.0,עוצמה יהודית בראשות איתמר בן גביר,
2229575,25,1100.0,העבודה,
2229516,25,1106.0,עוצמה יהודית בראשות איתמר בן גביר,
2229512,25,1101.0,יהדות התורה,
2229454,25,1106.0,עוצמה יהודית בראשות איתמר בן גביר,
2229447,25,1106.0,עוצמה יהודית בראשות איתמר בן גביר,
2229421,25,1096.0,הליכוד ,
2229413,25,1096.0,הליכוד ,
2229397,25,,,
2229396,25,,,
2229395,25,,,
2229394,25,,,
2229392,25,1106.0,עוצמה יהודית בראשות איתמר בן גביר,
2229355,25,1106.0,עוצמה יהודית בראשות איתמר בן גביר,
2229315,25,1106.0,עוצמה יהודית בראשות איתמר בן גביר,
2229312,25,1095.0,"התאחדות הספרדים שומרי תורה תנועתו של מרן הרב עובדיה יוסף זצ""ל",
2229311,25,1106.0,עוצמה יהודית בראשות איתמר בן גביר,
2229307,25,1096.0,הליכוד ,
2229279,25,1106.0,עוצמה יהודית בראשות איתמר בן גביר,
2229247,25,1096.0,הליכוד ,
2229238,25,1096.0,הליכוד ,
2229236,25,1096.0,הליכוד ,
2229202,25,1096.0,הליכוד ,
2229200,25,1096.0,הליכוד ,
2229189,25,1104.0,ישראל ביתנו,
2229183,25,1096.0,הליכוד ,
2229171,25,1103.0,"חד""ש-תע""ל",
2229156,25,1109.0,"חה""כ עידן רול",
2229133,25,1106.0,עוצמה יהודית בראשות איתמר בן גביר,
2229115,25,1096.0,הליכוד ,
2229111,25,1096.0,הליכוד ,
2229108,25,1096.0,הליכוד ,
2229096,25,1096.0,הליכוד ,
2229095,25,1100.0,העבודה,
2229093,25,1096.0,הליכוד ,
2229075,25,1102.0,יש עתיד,
2229056,25,1102.0,יש עתיד,
2229020,25,,,
2229019,25,1095.0,"התאחדות הספרדים שומרי תורה תנועתו של מרן הרב עובדיה יוסף זצ""ל",
2228983,25,1096.0,הליכוד ,
2228967,25,1096.0,הליכוד ,
2228962,25,1095.0,"התאחדות הספרדים שומרי תורה תנועתו של מרן הרב עובדיה יוסף זצ""ל",
2228945,25,1106.0,עוצמה יהודית בראשות איתמר בן גביר,
2228927,25,1106.0,עוצמה יהודית בראשות איתמר בן גביר,
2228924,25,1106.0,עוצמה יהודית בראשות איתמר בן גביר,
2228918,25,1095.0,"התאחדות הספרדים שומרי תורה תנועתו של מרן הרב עובדיה יוסף זצ""ל",
2228882,25,1103.0,"חד""ש-תע""ל",
2228881,25,1102.0,יש עתיד,
2228879,25,1096.0,הליכוד ,
2228827,25,1096.0,הליכוד ,
2228807,25,1106.0,עוצמה יהודית בראשות איתמר בן גביר,
2228801,25,1106.0,עוצמה יהודית בראשות איתמר בן גביר,
2228792,25,1101.0,יהדות התורה,
2228790,25,1096.0,הליכוד ,
2228785,25,1098.0,המחנה הממלכתי ,
2228779,25,1102.0,יש עתיד,
2228775,25,,,
2228758,25,1096.0,הליכוד ,
2228757,25,1096.0,הליכוד ,
2228735,25,,,
2228734,25,1096.0,הליכוד ,
2228723,25,1106.0,עוצמה יהודית בראשות איתמר בן גביר,
2228706,25,1106.0,עוצמה יהודית בראשות איתמר בן גביר,
2228656,25,1096.0,הליכוד ,
2228652,25,,,
2228624,25,1106.0,עוצמה יהודית בראשות איתמר בן גביר,
2228608,25,1102.0,יש עתיד,
2228601,25,1101.0,יהדות התורה,
2228600,25,1095.0,"התאחדות הספרדים שומרי תורה תנועתו של מרן הרב עובדיה יוסף זצ""ל",
2228570,25,1096.0,הליכוד ,
2228568,25,1105.0,הציונות הדתית בראשות בצלאל סמוטריץ',
2228557,25,1096.0,הליכוד ,
2228556,25,1096.0,הליכוד ,
2228552,25,1096.0,הליכוד ,
2228551,25,1096.0,הליכוד ,
2228549,25,1096.0,הליכוד ,
2228546,25,1096.0,הליכוד ,
2228544,25,1096.0,הליכוד ,
2228535,25,1096.0,הליכוד ,
2228528,25,1105.0,הציונות הדתית בראשות בצלאל סמוטריץ',
2228523,25,1096.0,הליכוד ,
2228518,25,1095.0,"התאחדות הספרדים שומרי תורה תנועתו של מרן הרב עובדיה יוסף זצ""ל",
2228513,25,1102.0,יש עתיד,
2228505,25,1096.0,הליכוד ,
2228456,25,,,
2228451,25,1096.0,הליכוד ,
2228447,25,1106.0,עוצמה יהודית בראשות איתמר בן גביר,
2228444,25,1098.0,המחנה הממלכתי ,
2228431,25,1106.0,עוצמה יהודית בראשות איתמר בן גביר,
2228428,25,1096.0,הליכוד ,
2228412,25,1105.0,הציונות הדתית בראשות בצלאל סמוטריץ',
2228410,25,1095.0,"התאחדות הספרדים שומרי תורה תנועתו של מרן הרב עובדיה יוסף זצ""ל",
2228409,25,1106.0,עוצמה יהודית בראשות איתמר בן גביר,
2228403,25,1105.0,הציונות הדתית בראשות בצלאל סמוטריץ',
2228398,25,1099.0,"רע""ם",
2228372,25,1096.0,הליכוד ,
2228371,25,1102.0,יש עתיד,
2228357,25,1096.0,הליכוד ,
2228339,25,1096.0,הליכוד ,
