AgendaID,Number,ClassificationID,ClassificationDesc,LeadingAgendaID,KnessetNum,Name,SubTypeID,SubTypeDesc,StatusID,InitiatorPersonID,GovRecommendationID,GovRecommendationDesc,PresidentDecisionDate,PostopenmentReasonID,PostopenmentReasonDesc,CommitteeID,RecommendCommitteeID,MinisterPersonID,LastUpdatedDate
2200607,237.0,163.0,מוכללת,2200699.0,25,תופעת האלימות הגוברת נגד עיתונאים וגופי תקשורת,56,דיון מהיר,333,30721.0,,,2023-01-30T00:00:00,,,,4193.0,,2023-01-30T13:53:44.57
2200615,241.0,163.0,מוכללת,2200691.0,25,טיפול ביוקר המחיה ובלימת ההתייקרויות במשק,58,דחופה,333,30681.0,,,,,,,,,2023-01-30T12:40:37.14
2200617,242.0,163.0,מוכללת,2200699.0,25,הגנה על העיתונאים וחופש העיתונאות,56,דיון מהיר,333,30808.0,,,2023-01-30T00:00:00,,,,4193.0,,2023-01-30T13:53:44.57
2200623,251.0,163.0,מוכללת,2200691.0,25,טיפול ביוקר המחיה ובלימת גל ההתייקרויות במשק,58,דחופה,333,30719.0,,,,,,,,,2023-01-30T12:40:37.14
2200666,254.0,163.0,מוכללת,2200691.0,25,טיפול ביוקר המחיה ובלימת ההתייקרויות במשק,58,דחופה,333,30840.0,,,,,,,,,2023-01-30T12:40:37.14
2200689,9.0,164.0,כוללת,,25,"הצעה לסדר היום בנושא: ""משבר גיוס חיילי המילואים וההוקרה הראויה להם""",60,כוללת,304,,,,,,,4190.0,,,2023-02-06T09:12:17.04
2200691,10.0,164.0,כוללת,,25,"הצעה לסדר היום בנושא: ""טיפול ביוקר המחייה ובלימת ההתייקרות במשק""",60,כוללת,304,,,,,,,4186.0,,,2023-02-02T09:54:49.627
2200697,11.0,166.0,כוללת לדיון מהיר,,25,"הצעה לדיון מהיר בנושא: ""הרחבת קיזוז כספי מהרשות הפלסטינית, בגין טרור, הסתה ודה-לגיטימציה נגד ישראל""",60,כוללת,304,,,,,,,4190.0,4190.0,,2023-02-12T16:19:32.257
2200699,12.0,166.0,כוללת לדיון מהיר,,25,"הצעה לדיון מהיר בנושא: ""תופעת האלימות הגוברת נגד עיתונאים וגופי תקשורת""",60,כוללת,310,,,,,,,4193.0,4193.0,,2024-12-04T16:07:53.653
2200871,299.0,163.0,מוכללת,2201141.0,25,"היעדר הסדרה במקצועות הפרא רפואיים, ובפרט בכירופרקטיקה ועיסוי,  מסכן את חיי המטופלים",56,דיון מהיר,333,30782.0,,,2023-02-06T00:00:00,,,,4189.0,,2023-02-06T13:47:51.32
2200897,280.0,163.0,מוכללת,2201141.0,25,אי הסדרת תחום הכירופרקטיקה אשר מהווה סיכון לבריאות הציבור,56,דיון מהיר,333,30808.0,,,2023-02-06T00:00:00,,,,4189.0,,2023-02-06T13:47:51.303
2200901,271.0,163.0,מוכללת,2201139.0,25,"חשש מפסילת תכני העשרה ליברליים ולהט""בים במערכת החינוך",56,דיון מהיר,333,30720.0,,,2023-02-06T00:00:00,,,,4192.0,,2023-02-06T13:46:16.41
2200931,273.0,163.0,מוכללת,2201145.0,25,"זיהום אוויר חמור שנגרם כתוצאה של שריפת פלסטיק בשטח המועצה האזורית מגילות ים המלח, מדבר יהודה וגוש עציון",56,דיון מהיר,333,30868.0,,,2023-02-06T00:00:00,,,,4198.0,,2023-02-06T13:51:22.773
2200941,274.0,163.0,מוכללת,2201143.0,25,מרשם הטאבו הפלסטיני,56,דיון מהיר,333,30710.0,,,2023-02-06T00:00:00,,,,4190.0,,2023-02-06T13:49:31.557
2200951,277.0,163.0,מוכללת,2201145.0,25,"זיהום אוויר חמור שנגרם כתוצאה של שריפת פלסטיק בשטח המועצה האזורית מגילות ים המלח, מדבר יהודה וגוש עציון",56,דיון מהיר,333,30870.0,,,2023-02-06T00:00:00,,,,4198.0,,2023-02-06T13:51:22.757
2200959,279.0,163.0,מוכללת,2201145.0,25,"זיהום אוויר חמור שנגרם כתוצאה של שריפת פלסטיק בשטח המועצה האזורית מגילות ים המלח, מדבר יהודה וגוש עציון",56,דיון מהיר,333,30839.0,,,2023-02-06T00:00:00,,,,4198.0,,2023-02-06T13:51:22.757
2200989,283.0,163.0,מוכללת,2201143.0,25,מרשם הטאבו הפלסטיני,56,דיון מהיר,333,30859.0,,,2023-02-06T00:00:00,,,,4190.0,,2023-02-06T13:49:31.54
2201000,292.0,163.0,מוכללת,2201139.0,25,"חשש מפסילת תכני העשרה ליברליים ולהט""בים במערכת החינוך",56,דיון מהיר,333,30807.0,,,2023-02-06T00:00:00,,,,4192.0,,2023-02-06T13:46:16.41
2201001,293.0,163.0,מוכללת,2201139.0,25,"חשש מפסילת תכני העשרה ליברליים ולהט""בים במערכת החינוך ",56,דיון מהיר,333,30082.0,,,2023-02-06T00:00:00,,,,4192.0,,2023-02-06T13:46:16.393
2201002,294.0,163.0,מוכללת,2201116.0,25,פקיעת הוראת השעה לזכאות לכפל קצבאות,58,דחופה,333,30601.0,,,,,,,,,2023-02-06T12:13:55.01
2201008,296.0,163.0,מוכללת,2201139.0,25,"חשש מפסילת תכני העשרה ליברליים ולהט""בים במערכת החינוך",56,דיון מהיר,333,30722.0,,,2023-02-06T00:00:00,,,,4192.0,,2023-02-06T13:46:16.393
2201012,298.0,163.0,מוכללת,2201116.0,25,פקיעת הוראת השעה לזכאות לכפל קצבאות,58,דחופה,333,30672.0,,,,,,,,,2023-02-06T12:13:55.01
2201014,301.0,163.0,מוכללת,2201116.0,25,פקיעת הוראת השעה לזכאות לכפל קצבאות,58,דחופה,333,30782.0,,,,,,,,,2023-02-06T12:13:54.997
2201021,304.0,163.0,מוכללת,2201118.0,25,פגיעה בבתי כנסת ומצוקת הקהילה היהודית באוקראינה בעקבות מלחמת רוסיה אוקראינה,58,דחופה,333,4397.0,,,,,,,,,2023-02-06T12:14:51.897
2201035,308.0,165.0,עצמאית,,25,פגיעה בבתי כנסת ומצוקת הקהילה היהודית באוקראינה בעקבות מלחמת רוסיה אוקראינה,58,דחופה,333,532.0,,,,,,,,,2023-02-09T08:49:04.927
2201048,309.0,163.0,מוכללת,2201118.0,25,פגיעה בבתי כנסת ומצוקת הקהילה היהודית באוקראינה ,58,דחופה,333,30870.0,,,,,,,,,2023-02-06T12:14:51.883
2201075,316.0,163.0,מוכללת,2201118.0,25,פגיעה בבתי כנסת ומצוקת הקהילה היהודית באוקראינה בעקבות מלחמת רוסיה אוקראינה ,58,דחופה,333,30776.0,,,,,,,,,2023-02-06T12:14:51.883
2201079,319.0,163.0,מוכללת,2201120.0,25,היערכות המדינה לרעידות אדמה ,58,דחופה,333,30843.0,,,,,,,,,2023-02-06T12:15:31.257
2201087,322.0,163.0,מוכללת,2201118.0,25,פגיעה בבתי כנסת ומצוקת הקהילה היהודית באוקראינה בעקבות מלחמת רוסיה אוקראינה,58,דחופה,333,30807.0,,,,,,,,,2023-02-06T12:14:51.867
2201088,323.0,163.0,מוכללת,2201120.0,25,מוכנות לרעידות אדמה - מבנים ותשתיות,58,דחופה,333,560.0,,,,,,,,,2023-02-06T12:15:31.243
2201091,325.0,165.0,עצמאית,,25,"קליטתם ושילובם של קהילת בני המנשה מהודו, תופעת הגזענות ממנה סובלים חברי הקהילה ודרכי הטיפול של הממשלה בצל פרשת הרצח של יואל להנגהל ז""ל",56,דיון מהיר,310,23635.0,,,2023-02-06T00:00:00,,,4197.0,4197.0,,2023-03-19T23:12:00.497
2201096,327.0,163.0,מוכללת,2201120.0,25,מוכנות לרעידות אדמה - מבנים ותשתיות,58,דחופה,333,30777.0,,,,,,,,,2023-02-06T12:15:31.243
2201098,328.0,163.0,מוכללת,2201116.0,25,פקיעת הוראת השעה לזכאות לכפל קצבאות,58,דחופה,333,30840.0,,,,,,,,,2023-02-06T12:13:54.997
2201101,329.0,163.0,מוכללת,2201116.0,25,פקיעת הוראת השעה לזכאות לכפל קצבאות,58,דחופה,333,30808.0,,,,,,,,,2023-02-06T12:13:54.98
2201104,330.0,163.0,מוכללת,2201116.0,25,פקיעת הוראת השעה לזכאות לכפל קצבאות,58,דחופה,333,30066.0,,,,,,,,,2023-02-06T12:13:54.98
2201114,333.0,163.0,מוכללת,2201120.0,25,היערכות המדינה לרעידות אדמה,58,דחופה,333,30852.0,,,,,,,,,2023-02-06T12:15:31.243
2201116,13.0,164.0,כוללת,,25,"הצעה לסדר היום בנושא: ""פקיעת הוראת השעה לזכאות לכפל קצבאות""",60,כוללת,304,,,,,,,4196.0,,,2023-02-09T08:44:44.573
2201118,14.0,164.0,כוללת,,25,"הצעה לסדר היום בנושא: ""פגיעה בבתי כנסת ומצוקת הקהילה היהודית באוקראינה בעקבות מלחמת רוסיה אוקראינה""",60,כוללת,304,,,,,,,4197.0,,,2023-02-09T08:49:34.413
2201120,15.0,164.0,כוללת,,25,"הצעה לסדר היום בנושא: ""היערכות המדינה לרעידות אדמה""",60,כוללת,304,,,,,,,4198.0,,,2023-02-09T08:51:50.483
2201124,335.0,163.0,מוכללת,2201599.0,25,עמדת ממשלת ישראל לפינוי הישוב הלא חוקי חאן אל אחמר,56,דיון מהיר,333,4397.0,,,2023-02-13T00:00:00,,,,4190.0,,2023-02-13T12:55:12.49
2201125,336.0,163.0,מוכללת,2201599.0,25,עמדת ממשלת ישראל לפינוי הישוב הלא חוקי חאן אל אחמר,56,דיון מהיר,333,30121.0,,,2023-02-13T00:00:00,,,,4190.0,,2023-02-13T12:55:12.473
2201127,337.0,163.0,מוכללת,2201599.0,25,עמדת ממשלת ישראל לפינוי הישוב הלא חוקי חאן אל אחמר,56,דיון מהיר,333,12944.0,,,2023-02-13T00:00:00,,,,4190.0,,2023-02-13T12:55:12.473
2201139,16.0,166.0,כוללת לדיון מהיר,,25,"הצעה לדיון מהיר בנושא: ""חשש מפסילת תכני העשרה ליברליים ולהט""בים במערכת החינוך""",60,כוללת,304,,,,,,,4192.0,4192.0,,2023-02-06T13:57:07.273
2201141,17.0,166.0,כוללת לדיון מהיר,,25,"הצעה לדיון מהיר בנושא: ""אי הסדרת תחום הכירופרקטיקה אשר מהווה סיכון לבריאות הציבור""",60,כוללת,310,,,,,,,4189.0,4189.0,,2024-10-07T10:16:19.873
2201143,18.0,166.0,כוללת לדיון מהיר,,25,"הצעה לדיון מהיר בנושא: ""מרשם הטאבו הפלסטיני""",60,כוללת,304,,,,,,,4190.0,4190.0,,2023-02-06T13:56:08.757
2201145,19.0,166.0,כוללת לדיון מהיר,,25,"הצעה לדיון מהיר בנושא: ""זיהום אוויר חמור שנגרם כתוצאה של שריפת פלסטיק בשטח המועצה האזורית מגילות ים המלח, מדבר יהודה וגוש עציון""",60,כוללת,310,,,,,,,4198.0,4198.0,,2023-05-17T15:36:49.467
2201187,338.0,163.0,מוכללת,2201145.0,25,"זיהום אוויר חמור שנגרם כתוצאה של שריפת פלסטיק בשטח המועצה האזורית מגילות ים המלח, מדבר יהודה וגוש עציון",56,דיון מהיר,333,30867.0,,,2023-02-06T00:00:00,,,,4198.0,,2023-02-07T10:31:42.507
2201263,340.0,163.0,מוכללת,2201601.0,25,"המשבר ברפואה התעסוקתית - דו""ח חדש של רשם המחלות התעסוקתיות",56,דיון מהיר,333,30702.0,,,2023-02-13T00:00:00,,,,4189.0,,2023-02-13T13:00:55.55
2201353,345.0,163.0,מוכללת,2201604.0,25,הסתה וקידום נרטיב פלסטיני בתכני הלימוד של בתי הספר במזרח ירושלים,58,דחופה,333,30839.0,,,,,,,,,2023-02-13T13:52:20.877
2201403,349.0,163.0,מוכללת,2201606.0,25,חוסר מודעות של גופים ציבוריים למוגבלותם של קשישים בכל הקשור לדיגיטציה,58,דחופה,333,30868.0,,,,,,,,,2023-02-13T13:53:54.693
2201427,350.0,165.0,עצמאית,,25,הסתה וקידום נרטיב פלסטיני בתכני הלימוד של בתי הספר במזרח ירושלים,58,דחופה,333,4397.0,,,,,,,,,2023-02-16T09:19:04.867
2201432,351.0,163.0,מוכללת,2201606.0,25,חוסר מודעות של גופים ציבוריים למוגבלותם של קשישים בכל הקשור לדיגיטציה,58,דחופה,333,30867.0,,,,,,,,,2023-02-13T13:53:54.68
2201448,352.0,165.0,עצמאית,,25,הסתה וקידום נרטיב פלסטיני בתכני הלימוד של בתי הספר במזרח ירושלים,58,דחופה,333,30777.0,,,,,,,,,2023-02-16T09:20:42.53
2201454,353.0,165.0,עצמאית,,25,חוסר מודעות של גופים ציבוריים למוגבלותם של קשישים בכל הקשור לדיגיטציה,58,דחופה,333,30870.0,,,,,,,,,2023-02-16T09:21:58.55
2201467,362.0,163.0,מוכללת,2201601.0,25,"המשבר ברפואה התעסוקתית - דו""ח חדש של רשם המחלות התעסוקתיות",56,דיון מהיר,333,30719.0,,,2023-02-13T00:00:00,,,,4189.0,,2023-02-13T13:00:55.533
2201473,360.0,163.0,מוכללת,2201601.0,25,"המשבר ברפואה התעסוקתית - דו""ח חדש של רשם המחלות התעסוקתיות.",56,דיון מהיר,333,30106.0,,,2023-02-13T00:00:00,,,,4189.0,,2023-02-13T13:00:55.52
2201480,364.0,163.0,מוכללת,2201601.0,25,"המשבר ברפואה התעסוקתית - דו""ח חדש של רשם המחלות התעסוקתיות",56,דיון מהיר,333,30782.0,,,2023-02-13T00:00:00,,,,4189.0,,2023-02-13T13:00:55.503
2201496,370.0,163.0,מוכללת,2201604.0,25,הסתה וקידום נרטיב פלסטיני בתכני הלימוד של בתי הספר במזרח ירושלים,58,דחופה,333,30849.0,,,,,,,,,2023-02-13T13:52:20.86
2201500,372.0,163.0,מוכללת,2201601.0,25,"דיון מהיר בוועדת הבריאות בנושא המשבר ברפואה התעסוקתית - דו""ח חדש של רשם המחלות התעסוקתיות",56,דיון מהיר,333,30843.0,,,2023-02-13T00:00:00,,,,4189.0,,2023-02-13T13:00:55.503
2201508,377.0,163.0,מוכללת,2201601.0,25,"המשבר ברפואה התעסוקתית -דו""ח חדש של רשם המחלות התעסוקתיות",56,דיון מהיר,333,30870.0,,,2023-02-13T00:00:00,,,,4189.0,,2023-02-13T13:00:55.503
2201561,392.0,163.0,מוכללת,2201604.0,25,ההסתה לשנאה ורצח ברשתות הערביות ובתכני הלימוד בבתי הספר,58,דחופה,333,30770.0,,,,,,,,,2023-02-13T13:52:20.86
2201570,394.0,165.0,עצמאית,,25,חוסר מודעות של גופים ציבוריים למוגבלותם של קשישים בכל הקשור לדיגיטציה,58,דחופה,333,30782.0,,,,,,,,,2023-02-16T09:22:16.853
2201572,395.0,165.0,עצמאית,,25,חוסר מודעות של גופים ציבוריים למוגבלותם של קשישים בכל הקשור לדיגיטציה,58,דחופה,333,560.0,,,,,,,,,2023-02-16T09:22:28.51
2201580,398.0,165.0,עצמאית,,25,דבריו של היועץ המשפטי לממשלה לשעבר מנדלבליט על עיוות הדין שנעשה לרב דרעי,58,דחופה,304,30660.0,,,,,,4191.0,,,2023-02-16T09:16:59.453
2201582,400.0,165.0,עצמאית,,25,חוסר מודעות של גופים ציבוריים למוגבלותם של קשישים בכל הקשור לדיגיטציה,58,דחופה,333,30840.0,,,,,,,,,2023-02-16T09:23:06.507
2201599,20.0,166.0,כוללת לדיון מהיר,,25,"הצעה לדיון מהיר בנושא: ""עמדת ממשלת ישראל לפינוי הישוב הלא חוקי ח'אן אל אחמר""",60,כוללת,304,,,,,,,4190.0,4190.0,,2023-02-13T13:07:34.37
2201601,21.0,166.0,כוללת לדיון מהיר,,25,"הצעה לדיון מהיר בנושא: ""המשבר ברפואה התעסוקתית - דו""ח חדש של רשם המחלות התעסוקתיות""",60,כוללת,310,,,,,,,4189.0,4189.0,,2024-10-07T10:31:03.083
2201604,22.0,164.0,כוללת,,25,"הצעה לסדר היום בנושא: ""הסתה וקידום נרטיב פלסטיני בתכני הלימוד של בתי הספר במזרח ירושלים""",60,כוללת,310,,,,,,,4192.0,,,2023-03-14T09:43:41.117
