QueryID,KnessetNum,FactionID,FactionName,CoalitionStatus
2234318,25,1103.0,"חד""ש-תע""ל",
2234311,25,1102.0,יש עתיד,
2234309,25,1103.0,"חד""ש-תע""ל",
2234307,25,1103.0,"חד""ש-תע""ל",
2234306,25,1103.0,"חד""ש-תע""ל",
2234287,25,1102.0,יש עתיד,
2234246,25,1102.0,יש עתיד,
2234242,25,,,
2234241,25,1100.0,העבודה,
2234239,25,1102.0,יש עתיד,
2234121,25,1102.0,יש עתיד,
2233972,25,1101.0,יהדות התורה,
2233971,25,1101.0,יהדות התורה,
2233938,25,1099.0,"רע""ם",
2233937,25,1101.0,יהדות התורה,
2233915,25,1102.0,יש עתיד,
2233858,25,1102.0,יש עתיד,
2233842,25,1100.0,העבודה,
2233800,25,1101.0,יהדות התורה,
2233768,25,1096.0,הליכוד ,
2233567,25,1098.0,המחנה הממלכתי ,
2233557,25,1104.0,ישראל ביתנו,
2233547,25,1102.0,יש עתיד,
2233526,25,1106.0,עוצמה יהודית בראשות איתמר בן גביר,
2233516,25,1102.0,יש עתיד,
2233515,25,1102.0,יש עתיד,
2233467,25,1102.0,יש עתיד,
2233319,25,1103.0,"חד""ש-תע""ל",
2233313,25,1103.0,"חד""ש-תע""ל",
2233258,25,1102.0,יש עתיד,
2233105,25,1099.0,"רע""ם",
2233100,25,1098.0,המחנה הממלכתי ,
2232953,25,1102.0,יש עתיד,
2232952,25,1103.0,"חד""ש-תע""ל",
2232949,25,1103.0,"חד""ש-תע""ל",
2232947,25,1103.0,"חד""ש-תע""ל",
2232943,25,1103.0,"חד""ש-תע""ל",
2232942,25,1103.0,"חד""ש-תע""ל",
2232941,25,1103.0,"חד""ש-תע""ל",
2232939,25,1103.0,"חד""ש-תע""ל",
2232920,25,1102.0,יש עתיד,
2232893,25,1102.0,יש עתיד,
2232882,25,1102.0,יש עתיד,
2232881,25,1102.0,יש עתיד,
2232880,25,1102.0,יש עתיד,
2232879,25,1102.0,יש עתיד,
2232878,25,1102.0,יש עתיד,
2232877,25,1102.0,יש עתיד,
2232874,25,1102.0,יש עתיד,
2232873,25,1102.0,יש עתיד,
2232871,25,1102.0,יש עתיד,
2232868,25,1102.0,יש עתיד,
2232867,25,1102.0,יש עתיד,
2232866,25,1102.0,יש עתיד,
2232864,25,1102.0,יש עתיד,
2232861,25,1102.0,יש עתיד,
2232860,25,1102.0,יש עתיד,
2232858,25,1102.0,יש עתיד,
2232857,25,1102.0,יש עתיד,
2232856,25,1102.0,יש עתיד,
2232855,25,1102.0,יש עתיד,
2232854,25,1102.0,יש עתיד,
2232852,25,1102.0,יש עתיד,
2232795,25,1102.0,יש עתיד,
2232786,25,1102.0,יש עתיד,
2232712,25,1103.0,"חד""ש-תע""ל",
2232673,25,1096.0,הליכוד ,
2232646,25,1102.0,יש עתיד,
2232632,25,1095.0,"התאחדות הספרדים שומרי תורה תנועתו של מרן הרב עובדיה יוסף זצ""ל",
2232574,25,1104.0,ישראל ביתנו,
2232492,25,1102.0,יש עתיד,
2232217,25,1103.0,"חד""ש-תע""ל",
2232168,25,1103.0,"חד""ש-תע""ל",
2232144,25,1107.0,נעם - בראשות אבי מעוז,
2232129,25,1102.0,יש עתיד,
2232077,25,1095.0,"התאחדות הספרדים שומרי תורה תנועתו של מרן הרב עובדיה יוסף זצ""ל",
2231903,25,1100.0,העבודה,
2231883,25,1102.0,יש עתיד,
2231860,25,1101.0,יהדות התורה,
2231791,25,1102.0,יש עתיד,
2231786,25,1102.0,יש עתיד,
2231770,25,1103.0,"חד""ש-תע""ל",
2231769,25,1103.0,"חד""ש-תע""ל",
2231768,25,1103.0,"חד""ש-תע""ל",
2231693,25,1102.0,יש עתיד,
2231622,25,1102.0,יש עתיד,
2231621,25,1102.0,יש עתיד,
2231619,25,1102.0,יש עתיד,
2231614,25,1102.0,יש עתיד,
2231546,25,1104.0,ישראל ביתנו,
2231402,25,1102.0,יש עתיד,
2231399,25,1102.0,יש עתיד,
2231390,25,1102.0,יש עתיד,
2231385,25,1102.0,יש עתיד,
2231360,25,1102.0,יש עתיד,
2231314,25,1099.0,"רע""ם",
2231272,25,1102.0,יש עתיד,
2231260,25,1104.0,ישראל ביתנו,
2231226,25,1102.0,יש עתיד,
2231164,25,1099.0,"רע""ם",
2231149,25,1102.0,יש עתיד,
2231139,25,1096.0,הליכוד ,
2231113,25,1100.0,העבודה,
2231033,25,1103.0,"חד""ש-תע""ל",
2231032,25,1103.0,"חד""ש-תע""ל",
2231031,25,1103.0,"חד""ש-תע""ל",
2231027,25,1101.0,יהדות התורה,
2230978,25,1096.0,הליכוד ,
2230883,25,1104.0,ישראל ביתנו,
2230833,25,1098.0,המחנה הממלכתי ,
2230822,25,1099.0,"רע""ם",
2230658,25,1096.0,הליכוד ,
2230655,25,1096.0,הליכוד ,
2230564,25,1096.0,הליכוד ,
2230563,25,1096.0,הליכוד ,
2230445,25,1105.0,הציונות הדתית בראשות בצלאל סמוטריץ',
2230444,25,1105.0,הציונות הדתית בראשות בצלאל סמוטריץ',
2230416,25,1100.0,העבודה,
2230412,25,1100.0,העבודה,
2230411,25,1100.0,העבודה,
2230409,25,1100.0,העבודה,
2230408,25,1100.0,העבודה,
2230407,25,1100.0,העבודה,
2230406,25,1100.0,העבודה,
2230403,25,1100.0,העבודה,
2230402,25,1100.0,העבודה,
2230401,25,1100.0,העבודה,
2230249,25,1101.0,יהדות התורה,
2230248,25,1101.0,יהדות התורה,
2230244,25,1101.0,יהדות התורה,
2230232,25,1101.0,יהדות התורה,
2230200,25,1102.0,יש עתיד,
2230199,25,1102.0,יש עתיד,
2230198,25,1102.0,יש עתיד,
2230195,25,1102.0,יש עתיד,
2230192,25,1102.0,יש עתיד,
2230185,25,1102.0,יש עתיד,
2230174,25,1102.0,יש עתיד,
2230173,25,1102.0,יש עתיד,
2230169,25,1102.0,יש עתיד,
2230166,25,1102.0,יש עתיד,
2230163,25,1102.0,יש עתיד,
2230161,25,1102.0,יש עתיד,
2230160,25,1102.0,יש עתיד,
2230000,25,1099.0,"רע""ם",
2229993,25,1099.0,"רע""ם",
2229872,25,1102.0,יש עתיד,
2229787,25,1102.0,יש עתיד,
2229767,25,1099.0,"רע""ם",
2229748,25,1098.0,המחנה הממלכתי ,
2229726,25,1102.0,יש עתיד,
2229704,25,1103.0,"חד""ש-תע""ל",
2229681,25,1102.0,יש עתיד,
2229466,25,1103.0,"חד""ש-תע""ל",
2229272,25,1099.0,"רע""ם",
2229269,25,1099.0,"רע""ם",
2229252,25,1099.0,"רע""ם",
2229207,25,1102.0,יש עתיד,
2229206,25,1102.0,יש עתיד,
2229205,25,1102.0,יש עתיד,
2229204,25,1102.0,יש עתיד,
2229203,25,1102.0,יש עתיד,
2229196,25,1102.0,יש עתיד,
2229194,25,1101.0,יהדות התורה,
2229192,25,1102.0,יש עתיד,
2229191,25,1102.0,יש עתיד,
2229190,25,1102.0,יש עתיד,
2229181,25,1102.0,יש עתיד,
2229172,25,1102.0,יש עתיד,
2229113,25,1102.0,יש עתיד,
2229024,25,1102.0,יש עתיד,
2229017,25,1103.0,"חד""ש-תע""ל",
2229013,25,1103.0,"חד""ש-תע""ל",
2228989,25,1103.0,"חד""ש-תע""ל",
2228988,25,1103.0,"חד""ש-תע""ל",
2228986,25,1103.0,"חד""ש-תע""ל",
2228951,25,1095.0,"התאחדות הספרדים שומרי תורה תנועתו של מרן הרב עובדיה יוסף זצ""ל",
2228928,25,1098.0,המחנה הממלכתי ,
2228829,25,1099.0,"רע""ם",
2228759,25,1102.0,יש עתיד,
2228753,25,1095.0,"התאחדות הספרדים שומרי תורה תנועתו של מרן הרב עובדיה יוסף זצ""ל",
2228703,25,1103.0,"חד""ש-תע""ל",
2228702,25,1103.0,"חד""ש-תע""ל",
2228701,25,1103.0,"חד""ש-תע""ל",
2228694,25,1103.0,"חד""ש-תע""ל",
2228693,25,1103.0,"חד""ש-תע""ל",
2228691,25,1103.0,"חד""ש-תע""ל",
2228687,25,1103.0,"חד""ש-תע""ל",
2228684,25,1103.0,"חד""ש-תע""ל",
2228658,25,1102.0,יש עתיד,
2228572,25,1100.0,העבודה,
2228539,25,1102.0,יש עתיד,
2228457,25,1100.0,העבודה,
2228432,25,1095.0,"התאחדות הספרדים שומרי תורה תנועתו של מרן הרב עובדיה יוסף זצ""ל",
2228419,25,1102.0,יש עתיד,
2228400,25,1098.0,המחנה הממלכתי ,
2228397,25,1098.0,המחנה הממלכתי ,
2228376,25,1102.0,יש עתיד,
2228322,25,1100.0,העבודה,
2228289,25,1102.0,יש עתיד,
2228274,25,1098.0,המחנה הממלכתי ,
2228198,25,1102.0,יש עתיד,
2228183,25,1102.0,יש עתיד,
2228182,25,1102.0,יש עתיד,
2228023,25,1104.0,ישראל ביתנו,
2227973,25,1102.0,יש עתיד,
2227962,25,1102.0,יש עתיד,
2227956,25,1099.0,"רע""ם",
2227909,25,1102.0,יש עתיד,
2227908,25,1102.0,יש עתיד,
2227827,25,1095.0,"התאחדות הספרדים שומרי תורה תנועתו של מרן הרב עובדיה יוסף זצ""ל",
2227813,25,1102.0,יש עתיד,
2227799,25,1102.0,יש עתיד,
2227674,25,1103.0,"חד""ש-תע""ל",
2227647,25,1098.0,המחנה הממלכתי ,
2227579,25,1099.0,"רע""ם",
2227542,25,1104.0,ישראל ביתנו,
2227539,25,1102.0,יש עתיד,
2227537,25,1101.0,יהדות התורה,
2227536,25,1102.0,יש עתיד,
2227503,25,1100.0,העבודה,
2227483,25,1102.0,יש עתיד,
2227470,25,1102.0,יש עתיד,
2227438,25,1102.0,יש עתיד,
2227380,25,1096.0,הליכוד ,
2227330,25,1100.0,העבודה,
2227310,25,1096.0,הליכוד ,
2227305,25,1103.0,"חד""ש-תע""ל",
2227298,25,1102.0,יש עתיד,
2227277,25,1101.0,יהדות התורה,
2227169,25,1096.0,הליכוד ,
2227163,25,1102.0,יש עתיד,
2227158,25,1103.0,"חד""ש-תע""ל",
2227157,25,1103.0,"חד""ש-תע""ל",
2227156,25,1103.0,"חד""ש-תע""ל",
2227154,25,1103.0,"חד""ש-תע""ל",
2227058,25,1102.0,יש עתיד,
2227056,25,1102.0,יש עתיד,
2227053,25,1102.0,יש עתיד,
2227052,25,1102.0,יש עתיד,
2227051,25,1102.0,יש עתיד,
2227050,25,1102.0,יש עתיד,
2227049,25,1102.0,יש עתיד,
2227048,25,1102.0,יש עתיד,
2227047,25,1102.0,יש עתיד,
2227045,25,1099.0,"רע""ם",
2227044,25,1099.0,"רע""ם",
2227034,25,1099.0,"רע""ם",
2227016,25,1102.0,יש עתיד,
2226994,25,1105.0,הציונות הדתית בראשות בצלאל סמוטריץ',
2226993,25,1105.0,הציונות הדתית בראשות בצלאל סמוטריץ',
2226987,25,1102.0,יש עתיד,
2226919,25,1098.0,המחנה הממלכתי ,
2226916,25,1098.0,המחנה הממלכתי ,
2226912,25,1098.0,המחנה הממלכתי ,
2226910,25,1098.0,המחנה הממלכתי ,
2226905,25,1098.0,המחנה הממלכתי ,
2226859,25,1102.0,יש עתיד,
2226855,25,1102.0,יש עתיד,
2226846,25,1105.0,הציונות הדתית בראשות בצלאל סמוטריץ',
2226844,25,1101.0,יהדות התורה,
2226817,25,1102.0,יש עתיד,
2226815,25,1102.0,יש עתיד,
2226814,25,1102.0,יש עתיד,
2226813,25,1102.0,יש עתיד,
2226812,25,1102.0,יש עתיד,
2226811,25,1102.0,יש עתיד,
2226744,25,1103.0,"חד""ש-תע""ל",
2226743,25,1103.0,"חד""ש-תע""ל",
2226742,25,1103.0,"חד""ש-תע""ל",
2226741,25,1103.0,"חד""ש-תע""ל",
2226740,25,1103.0,"חד""ש-תע""ל",
2226734,25,1103.0,"חד""ש-תע""ל",
2226731,25,1103.0,"חד""ש-תע""ל",
2226634,25,1101.0,יהדות התורה,
2226632,25,1101.0,יהדות התורה,
2226593,25,1102.0,יש עתיד,
2226587,25,1096.0,הליכוד ,
2226584,25,1105.0,הציונות הדתית בראשות בצלאל סמוטריץ',
2226575,25,1104.0,ישראל ביתנו,
2226478,25,1102.0,יש עתיד,
2226466,25,1104.0,ישראל ביתנו,
2226441,25,1099.0,"רע""ם",
2226368,25,1099.0,"רע""ם",
2226294,25,1098.0,המחנה הממלכתי ,
2226291,25,1098.0,המחנה הממלכתי ,
2226278,25,1102.0,יש עתיד,
2226271,25,1098.0,המחנה הממלכתי ,
2226257,25,1102.0,יש עתיד,
2226245,25,1102.0,יש עתיד,
2226244,25,1102.0,יש עתיד,
2226243,25,1102.0,יש עתיד,
2226241,25,1102.0,יש עתיד,
2226240,25,1102.0,יש עתיד,
2226233,25,1099.0,"רע""ם",
2226220,25,1102.0,יש עתיד,
2226219,25,1104.0,ישראל ביתנו,
2226218,25,1104.0,ישראל ביתנו,
2226201,25,1101.0,יהדות התורה,
2226168,25,1104.0,ישראל ביתנו,
2226162,25,1104.0,ישראל ביתנו,
2226135,25,1099.0,"רע""ם",
2226091,25,1102.0,יש עתיד,
2226064,25,1104.0,ישראל ביתנו,
2226041,25,1099.0,"רע""ם",
2226018,25,1102.0,יש עתיד,
2225890,25,1103.0,"חד""ש-תע""ל",
2225885,25,1103.0,"חד""ש-תע""ל",
2225820,25,1101.0,יהדות התורה,
2225807,25,1099.0,"רע""ם",
2225717,25,1102.0,יש עתיד,
2225713,25,1102.0,יש עתיד,
2225712,25,1102.0,יש עתיד,
2225691,25,1095.0,"התאחדות הספרדים שומרי תורה תנועתו של מרן הרב עובדיה יוסף זצ""ל",
2225663,25,1101.0,יהדות התורה,
2225637,25,1099.0,"רע""ם",
2225580,25,1098.0,המחנה הממלכתי ,
2225495,25,1102.0,יש עתיד,
2225462,25,1098.0,המחנה הממלכתי ,
2225442,25,1103.0,"חד""ש-תע""ל",
2225361,25,1098.0,המחנה הממלכתי ,
2225360,25,1103.0,"חד""ש-תע""ל",
2225357,25,1103.0,"חד""ש-תע""ל",
2225353,25,1099.0,"רע""ם",
2225287,25,1099.0,"רע""ם",
2225210,25,1102.0,יש עתיד,
2225166,25,1103.0,"חד""ש-תע""ל",
2225088,25,1099.0,"רע""ם",
2225083,25,1098.0,המחנה הממלכתי ,
2225046,25,1099.0,"רע""ם",
2225043,25,1101.0,יהדות התורה,
2225024,25,1102.0,יש עתיד,
2225018,25,1098.0,המחנה הממלכתי ,
2224947,25,1099.0,"רע""ם",
2224796,25,1099.0,"רע""ם",
2224782,25,1098.0,המחנה הממלכתי ,
2224781,25,1098.0,המחנה הממלכתי ,
2224777,25,1098.0,המחנה הממלכתי ,
2224773,25,1098.0,המחנה הממלכתי ,
2224770,25,1098.0,המחנה הממלכתי ,
2224769,25,1098.0,המחנה הממלכתי ,
2224768,25,1098.0,המחנה הממלכתי ,
2224767,25,1098.0,המחנה הממלכתי ,
2224766,25,1098.0,המחנה הממלכתי ,
2224760,25,1102.0,יש עתיד,
2224753,25,1095.0,"התאחדות הספרדים שומרי תורה תנועתו של מרן הרב עובדיה יוסף זצ""ל",
2224728,25,1095.0,"התאחדות הספרדים שומרי תורה תנועתו של מרן הרב עובדיה יוסף זצ""ל",
2224714,25,1101.0,יהדות התורה,
2224711,25,1100.0,העבודה,
2224701,25,1101.0,יהדות התורה,
2224677,25,1099.0,"רע""ם",
2224602,25,1095.0,"התאחדות הספרדים שומרי תורה תנועתו של מרן הרב עובדיה יוסף זצ""ל",
2224494,25,1102.0,יש עתיד,
2224457,25,1101.0,יהדות התורה,
2224426,25,1102.0,יש עתיד,
2224423,25,1104.0,ישראל ביתנו,
2224419,25,1102.0,יש עתיד,
2224418,25,1102.0,יש עתיד,
2224415,25,1101.0,יהדות התורה,
2224409,25,1102.0,יש עתיד,
2224408,25,1099.0,"רע""ם",
2224405,25,1102.0,יש עתיד,
2224404,25,1102.0,יש עתיד,
2224402,25,1102.0,יש עתיד,
2224393,25,1099.0,"רע""ם",
2224369,25,1098.0,המחנה הממלכתי ,
2224363,25,1102.0,יש עתיד,
2224362,25,1102.0,יש עתיד,
2224357,25,1098.0,המחנה הממלכתי ,
2224327,25,1100.0,העבודה,
2224317,25,1099.0,"רע""ם",
2224304,25,1103.0,"חד""ש-תע""ל",
2224291,25,1102.0,יש עתיד,
2224290,25,1102.0,יש עתיד,
2224288,25,1098.0,המחנה הממלכתי ,
2224280,25,1102.0,יש עתיד,
2224279,25,1102.0,יש עתיד,
2224278,25,1102.0,יש עתיד,
2224273,25,1099.0,"רע""ם",
2224243,25,1102.0,יש עתיד,
2224230,25,1096.0,הליכוד ,
2224142,25,1099.0,"רע""ם",
2224105,25,1103.0,"חד""ש-תע""ל",
2224104,25,1104.0,ישראל ביתנו,
2224052,25,1100.0,העבודה,
2224040,25,1102.0,יש עתיד,
2224039,25,1102.0,יש עתיד,
2224038,25,1102.0,יש עתיד,
2224037,25,1102.0,יש עתיד,
2224036,25,1102.0,יש עתיד,
2224035,25,1102.0,יש עתיד,
2224033,25,1102.0,יש עתיד,
2224032,25,1102.0,יש עתיד,
2224031,25,1102.0,יש עתיד,
2224030,25,1102.0,יש עתיד,
2224028,25,1102.0,יש עתיד,
2224027,25,1102.0,יש עתיד,
2224026,25,1102.0,יש עתיד,
2224017,25,1099.0,"רע""ם",
2223981,25,1095.0,"התאחדות הספרדים שומרי תורה תנועתו של מרן הרב עובדיה יוסף זצ""ל",
2223925,25,1103.0,"חד""ש-תע""ל",
2223924,25,1103.0,"חד""ש-תע""ל",
2223916,25,1103.0,"חד""ש-תע""ל",
2223900,25,1102.0,יש עתיד,
2223871,25,1102.0,יש עתיד,
2223854,25,1099.0,"רע""ם",
2223763,25,1096.0,הליכוד ,
2223752,25,1102.0,יש עתיד,
2223744,25,1096.0,הליכוד ,
2223743,25,1096.0,הליכוד ,
2223713,25,1099.0,"רע""ם",
2223681,25,1103.0,"חד""ש-תע""ל",
2223648,25,1096.0,הליכוד ,
2223635,25,1103.0,"חד""ש-תע""ל",
2223608,25,1099.0,"רע""ם",
2223543,25,1104.0,ישראל ביתנו,
2223478,25,1102.0,יש עתיד,
2223477,25,1102.0,יש עתיד,
2223433,25,1099.0,"רע""ם",
2223421,25,1102.0,יש עתיד,
2223414,25,1102.0,יש עתיד,
2223409,25,1102.0,יש עתיד,
2223405,25,1102.0,יש עתיד,
2223396,25,1102.0,יש עתיד,
2223392,25,1102.0,יש עתיד,
2223390,25,1102.0,יש עתיד,
2223379,25,1102.0,יש עתיד,
2223376,25,1102.0,יש עתיד,
2223371,25,1102.0,יש עתיד,
2223367,25,1102.0,יש עתיד,
2223352,25,1095.0,"התאחדות הספרדים שומרי תורה תנועתו של מרן הרב עובדיה יוסף זצ""ל",
2223333,25,1096.0,הליכוד ,
2223264,25,1100.0,העבודה,
2223244,25,1102.0,יש עתיד,
2223238,25,1102.0,יש עתיד,
2223209,25,1099.0,"רע""ם",
2223200,25,1101.0,יהדות התורה,
2223192,25,1102.0,יש עתיד,
2223165,25,1102.0,יש עתיד,
2223164,25,1102.0,יש עתיד,
2223163,25,1102.0,יש עתיד,
2223162,25,1102.0,יש עתיד,
2223160,25,1102.0,יש עתיד,
2223159,25,1103.0,"חד""ש-תע""ל",
2223157,25,1103.0,"חד""ש-תע""ל",
2223156,25,1103.0,"חד""ש-תע""ל",
2223112,25,1099.0,"רע""ם",
2222856,25,1103.0,"חד""ש-תע""ל",
2222823,25,1103.0,"חד""ש-תע""ל",
2222798,25,1095.0,"התאחדות הספרדים שומרי תורה תנועתו של מרן הרב עובדיה יוסף זצ""ל",
2222779,25,1102.0,יש עתיד,
2222185,25,1100.0,העבודה,
2222184,25,1100.0,העבודה,
2222105,25,1096.0,הליכוד ,
2221638,25,1103.0,"חד""ש-תע""ל",
2221637,25,1103.0,"חד""ש-תע""ל",
2221636,25,1103.0,"חד""ש-תע""ל",
2221635,25,1103.0,"חד""ש-תע""ל",
2221634,25,1103.0,"חד""ש-תע""ל",
2221633,25,1103.0,"חד""ש-תע""ל",
2221632,25,1103.0,"חד""ש-תע""ל",
2221631,25,1103.0,"חד""ש-תע""ל",
2221629,25,1103.0,"חד""ש-תע""ל",
2221627,25,1103.0,"חד""ש-תע""ל",
2221626,25,1103.0,"חד""ש-תע""ל",
2221625,25,1103.0,"חד""ש-תע""ל",
2221624,25,1103.0,"חד""ש-תע""ל",
2221623,25,1103.0,"חד""ש-תע""ל",
2221621,25,1103.0,"חד""ש-תע""ל",
2221391,25,1098.0,המחנה הממלכתי ,
2221384,25,1103.0,"חד""ש-תע""ל",
2221346,25,1101.0,יהדות התורה,
2221319,25,1103.0,"חד""ש-תע""ל",
2221243,25,1098.0,המחנה הממלכתי ,
2221086,25,1098.0,המחנה הממלכתי ,
2221026,25,1100.0,העבודה,
2220871,25,1102.0,יש עתיד,
2220844,25,1101.0,יהדות התורה,
2220824,25,1103.0,"חד""ש-תע""ל",
2220810,25,1100.0,העבודה,
2220788,25,1101.0,יהדות התורה,
2220787,25,1101.0,יהדות התורה,
2220785,25,1101.0,יהדות התורה,
2220784,25,1101.0,יהדות התורה,
2220783,25,1101.0,יהדות התורה,
2220782,25,1101.0,יהדות התורה,
2220780,25,1099.0,"רע""ם",
2220744,25,1098.0,המחנה הממלכתי ,
2220741,25,1098.0,המחנה הממלכתי ,
2220582,25,1104.0,ישראל ביתנו,
2220581,25,1104.0,ישראל ביתנו,
2220534,25,1102.0,יש עתיד,
2220449,25,1104.0,ישראל ביתנו,
2220427,25,1098.0,המחנה הממלכתי ,
2220393,25,1096.0,הליכוד ,
2220354,25,1108.0,הימין הממלכתי ,
2220336,25,1102.0,יש עתיד,
2220332,25,1103.0,"חד""ש-תע""ל",
2220326,25,1099.0,"רע""ם",
2220240,25,1098.0,המחנה הממלכתי ,
2220180,25,1102.0,יש עתיד,
2220152,25,1105.0,הציונות הדתית בראשות בצלאל סמוטריץ',
2220108,25,1100.0,העבודה,
2219910,25,1098.0,המחנה הממלכתי ,
2219824,25,1100.0,העבודה,
2219811,25,1102.0,יש עתיד,
2219764,25,1100.0,העבודה,
2219760,25,1104.0,ישראל ביתנו,
2219704,25,1105.0,הציונות הדתית בראשות בצלאל סמוטריץ',
2219692,25,1102.0,יש עתיד,
2219661,25,1095.0,"התאחדות הספרדים שומרי תורה תנועתו של מרן הרב עובדיה יוסף זצ""ל",
2219624,25,1102.0,יש עתיד,
2219537,25,1100.0,העבודה,
2219330,25,1096.0,הליכוד ,
2219275,25,1098.0,המחנה הממלכתי ,
2219257,25,1100.0,העבודה,
2219241,25,1100.0,העבודה,
2219233,25,1102.0,יש עתיד,
2219224,25,1099.0,"רע""ם",
2219217,25,1099.0,"רע""ם",
2219091,25,1098.0,המחנה הממלכתי ,
2219069,25,1104.0,ישראל ביתנו,
2219064,25,1100.0,העבודה,
2219062,25,1101.0,יהדות התורה,
2219059,25,1101.0,יהדות התורה,
2219009,25,1099.0,"רע""ם",
2219008,25,1099.0,"רע""ם",
2219003,25,1099.0,"רע""ם",
2218987,25,1100.0,העבודה,
2218793,25,1105.0,הציונות הדתית בראשות בצלאל סמוטריץ',
2218713,25,1100.0,העבודה,
2218707,25,1100.0,העבודה,
2218649,25,1099.0,"רע""ם",
2218574,25,1102.0,יש עתיד,
2218520,25,1096.0,הליכוד ,
2218446,25,1102.0,יש עתיד,
2218430,25,1103.0,"חד""ש-תע""ל",
2218427,25,1103.0,"חד""ש-תע""ל",
2218425,25,1098.0,המחנה הממלכתי ,
2218407,25,1100.0,העבודה,
2218346,25,1100.0,העבודה,
2218234,25,1095.0,"התאחדות הספרדים שומרי תורה תנועתו של מרן הרב עובדיה יוסף זצ""ל",
2218076,25,1102.0,יש עתיד,
2218037,25,1102.0,יש עתיד,
2218009,25,1102.0,יש עתיד,
2217899,25,1099.0,"רע""ם",
2217794,25,1108.0,הימין הממלכתי ,
2217567,25,1102.0,יש עתיד,
2217566,25,1102.0,יש עתיד,
2217497,25,1103.0,"חד""ש-תע""ל",
2217451,25,1101.0,יהדות התורה,
2217449,25,1101.0,יהדות התורה,
2217418,25,1098.0,המחנה הממלכתי ,
2217403,25,1098.0,המחנה הממלכתי ,
2217376,25,1098.0,המחנה הממלכתי ,
2217334,25,1103.0,"חד""ש-תע""ל",
2217300,25,1103.0,"חד""ש-תע""ל",
2217283,25,1103.0,"חד""ש-תע""ל",
2217282,25,1103.0,"חד""ש-תע""ל",
2217281,25,1103.0,"חד""ש-תע""ל",
2217280,25,1103.0,"חד""ש-תע""ל",
2217279,25,1103.0,"חד""ש-תע""ל",
2217278,25,1103.0,"חד""ש-תע""ל",
2217276,25,1103.0,"חד""ש-תע""ל",
2217275,25,1103.0,"חד""ש-תע""ל",
2217271,25,1103.0,"חד""ש-תע""ל",
2217270,25,1103.0,"חד""ש-תע""ל",
2217254,25,1102.0,יש עתיד,
2217194,25,1103.0,"חד""ש-תע""ל",
2217191,25,1104.0,ישראל ביתנו,
2217186,25,1098.0,המחנה הממלכתי ,
2217180,25,1098.0,המחנה הממלכתי ,
2217129,25,1098.0,המחנה הממלכתי ,
2217128,25,1098.0,המחנה הממלכתי ,
2217127,25,1098.0,המחנה הממלכתי ,
2217125,25,1098.0,המחנה הממלכתי ,
2217124,25,1098.0,המחנה הממלכתי ,
2217122,25,1099.0,"רע""ם",
2217033,25,1095.0,"התאחדות הספרדים שומרי תורה תנועתו של מרן הרב עובדיה יוסף זצ""ל",
2217022,25,1103.0,"חד""ש-תע""ל",
2217021,25,1103.0,"חד""ש-תע""ל",
2217020,25,1103.0,"חד""ש-תע""ל",
2216997,25,1103.0,"חד""ש-תע""ל",
2216989,25,1096.0,הליכוד ,
2216915,25,1103.0,"חד""ש-תע""ל",
2216911,25,1103.0,"חד""ש-תע""ל",
2216909,25,1103.0,"חד""ש-תע""ל",
